43,531,1196,1498
1471,1316,125,730
366,1419,1085,202
1746,1350,1640,1700
1849,218,1706,1445
925,476,1945,699
802,51,1503,1760
1477,1427,1450,1494
1897,1535,1387,314
260,918,928,373
705,153,1703,1884
948,28,1037,1884
1443,1586,1456,1146
1746,1524,1975,699
397,102,138,153
1576,427,1345,1663
440,1116,679,1949
1234,1883,1740,678
1288,1128,387,451
1891,654,1010,1816
1904,385,646,1299
1239,1897,1589,595
818,1093,257,189
1875,1932,647,1108
1342,780,1743,996
630,779,1426,975
1578,286,199,1106
1130,611,1693,798
1910,695,935,21
6,1839,516,1103
1157,1490,623,1386
382,1821,572,419
555,295,1485,651
132,615,487,93
469,488,1974,1135
254,1870,698,1631
1331,617,1814,298
496,1966,356,1503
929,444,1807,449
709,817,1392,1157
1363,93,402,1923
461,793,1845,747
1073,1166,1725,1214
1655,1029,1850,544
436,1420,222,57
73,777,1173,366
527,867,1091,351
251,430,197,1867
1615,814,690,1905
1896,1588,855,788
1772,1085,1095,1628
1092,1883,1677,42
1997,773,1152,1796
996,308,271,1947
342,241,1312,1055
1496,1506,1309,435
1964,1704,1307,949
1691,73,1726,1853
1494,604,244,41
723,407,1339,1878
437,1717,1857,1599
187,1656,813,15
1431,1187,52,1798
339,986,566,44
1716,1749,242,609
756,1484,378,1484
716,1003,475,729
948,1662,1853,288
723,1562,1576,1600
27,1955,1213,314
1440,349,323,1962
1060,895,1053,517
1239,153,647,1111
1610,632,1468,1895
1613,524,269,128
1142,493,970,1265
409,123,709,1745
1435,715,322,1344
743,1642,263,1958
835,1839,349,534
1924,443,687,1175
603,1637,43,58
1983,1046,1661,494
203,35,1172,1622
957,1843,574,1669
1719,114,1083,1461
1240,559,1353,1353
908,935,45,473
1952,222,379,156
1010,991,1828,474
1067,684,1873,1170
240,314,393,514
1688,1619,650,417
87,1875,1101,984
193,432,618,1211
160,1024,1086,785
462,522,1552,513
1323,680,1299,183
160,1356,153,386
1344,397,245,1357
1805,1334,520,362
691,441,362,1200
158,281,848,713
542,1848,1421,784
40,328,527,1957
1307,1654,497,326
830,1962,1823,1893
1270,669,1297,938
694,437,1931,480
972,662,1669,91
1493,844,1378,501
1924,1097,1914,1840
1205,1465,1813,1208
185,601,154,801
441,854,389,1557
116,711,1168,99
1453,299,74,5
1681,1650,1776,732
738,672,1358,1745
1135,1576,1612,1223
1021,607,1282,329
111,199,1927,806
857,1256,638,1094
506,1236,546,1776
1649,1291,1840,1361
402,994,582,572
611,1729,1583,104
1456,1771,1544,1456
1678,295,929,220
1271,1421,1263,1366
1868,805,657,1415
702,1397,837,264
1609,1145,543,728
1606,1678,51,553
356,275,1432,591
1486,439,404,1857
1888,552,1562,1561
70,1018,1874,1383
1527,251,1119,1138
674,614,1487,692
1158,1057,52,908
454,1878,1239,733
490,1254,887,575
275,10,1843,562
1098,986,272,458
145,171,1887,1349
905,1682,464,961
247,818,287,1621
443,685,1238,1046
908,502,284,1522
974,1672,472,30
1062,869,379,84
1090,551,534,1677
1860,642,422,149
1934,1607,893,713
1189,1979,1542,80
1506,1597,129,86
1160,1577,453,869
259,1423,165,497
152,1677,1225,1702
1440,215,1123,1041
1480,1613,1983,1660
576,331,1710,1637
1676,1114,1201,394
254,1384,814,1920
1418,1420,1660,621
1922,1805,1336,1164
923,317,1481,128
1721,1900,1927,1902
1567,733,1657,1732
995,1882,114,1769
1983,674,651,1944
83,195,456,1909
1237,1705,1437,1434
1605,1900,65,1593
1088,1756,380,1238
1203,1161,1740,1637
1884,983,118,1016
544,1702,586,1310
944,1758,1603,160
1958,311,122,802
359,673,1633,48
1032,664,694,128
1603,357,860,16
1630,255,1575,1829
1567,773,1133,1812
524,1346,611,706
307,153,749,53
1927,749,1246,31
1330,1898,1990,1821
715,663,670,1011
1553,942,619,823
734,1311,1676,494
1816,230,937,352
817,408,1212,11
1603,979,1557,304
1467,1253,1881,271
1903,334,1342,1912
467,818,34,1781
1708,449,522,830
1091,1263,372,1665
1755,282,1837,1007
1313,199,267,729
1664,1746,612,673
8,205,1512,1658
1662,914,1367,759
1328,1262,1516,607
665,849,1276,992
1127,262,254,1702
508,1651,1740,1151
979,1758,97,1890
1764,964,1124,1809
203,209,498,527
202,1368,420,588
441,1136,1841,888
213,931,816,568
943,312,591,1137
649,934,1551,195
1814,1944,1381,1252
1042,634,16,1767
804,1654,1815,445
673,1306,1427,584
1288,1027,1448,788
1040,729,689,1110
1742,1454,1970,1323
1192,457,534,686
807,1282,1132,164
1738,1414,79,659
597,1107,1041,302
1980,38,917,1686
1414,1946,1147,575
1306,553,1706,178
1999,1377,271,524
333,1474,249,192
380,481,1526,500
1908,987,452,872
479,450,191,1140
1196,1467,1161,1020
1219,835,852,744
1551,1831,475,949
348,1769,485,1589
665,883,1479,1737
272,548,1691,903
1246,366,99,1294
1649,1214,724,510
663,1263,1499,171
804,145,1340,703
1559,1970,1817,1481
1078,189,1611,1842
902,274,156,682
1558,391,821,1276
784,1234,1492,418
451,639,1124,1379
682,405,1876,1544
621,1579,1064,314
621,591,1315,1698
1239,1716,1852,1014
1210,1810,596,595
314,207,620,290
1072,1691,568,832
907,723,1930,1591
379,486,1886,1165
837,1221,190,1199
997,1631,553,7
181,269,892,1347
213,706,285,743
1080,922,1398,1692
1168,308,1692,1157
269,716,896,666
899,1347,1519,398
1899,747,25,711
1661,603,891,1645
700,114,1065,279
1671,545,1318,439
684,577,792,1060
1796,903,1952,1506
1251,1482,740,1197
1549,1543,106,749
68,758,1791,1428
446,481,1866,396
1812,797,23,1239
1713,1517,1980,497
60,92,1258,402
757,1363,250,565
813,1108,297,1689
453,65,1294,606
641,1807,344,1380
43,316,773,989
1897,1695,42,1652
1901,384,1940,1836
735,1646,928,955
1736,607,1139,319
958,1573,541,736
1435,1131,634,146
1746,426,1844,1630
944,53,517,643
1163,1620,816,84
1067,112,1479,1790
1683,1997,145,1151
1838,1405,570,1158
772,598,1766,1196
1383,1572,1301,1851
1428,34,1485,1234
1495,357,148,1347
540,329,1878,1010
475,1293,669,1366
662,508,64,1494
1780,1566,1979,1537
245,1505,1040,1087
895,833,1947,1888
608,1182,744,1230
269,1585,184,1568
786,194,509,1203
1051,1205,13,1595
19,734,1102,171
1186,1963,960,1045
1458,1665,1520,402
1168,1187,1546,875
1608,789,1718,1619
1405,1030,475,1348
1154,583,674,661
1812,677,14,1258
311,1528,604,1169
43,728,1615,384
678,1694,1264,896
532,1385,1912,1337
1153,530,174,1047
598,1515,1993,1272
1236,1756,556,544
606,1896,792,1086
797,645,1734,1389
565,765,1401,1249
815,164,484,70
305,1614,92,1819
1754,969,1213,1529
1642,1530,1622,1794
395,1943,1472,1292
1297,1525,1492,1084
1982,1234,1179,980
1730,1887,617,168
1065,1439,835,1781
1335,1740,1493,124
1276,1696,998,1094
1013,577,551,585
1938,1501,1202,1237
155,1368,1572,64
1807,735,1925,1009
1571,811,1397,104
555,1193,997,1273
248,1754,1231,459
29,1780,592,805
1386,143,961,1519
1305,322,398,1265
666,987,1133,286
626,618,1623,1644
1386,1704,922,1847
1228,1788,1361,1787
788,1349,1656,1531
414,896,1526,1534
616,1620,270,1275
1651,1566,1302,755
1592,439,1301,1957
652,1477,1988,1371
702,514,878,1805
1617,333,999,1197
1861,303,1008,223
863,1171,998,1003
239,1770,490,1133
50,1031,1292,1391
1593,1858,1896,759
897,220,906,363
1681,1371,1531,1134
1708,1710,846,1964
905,1863,723,1119
459,126,760,141
1414,784,924,1895
1662,736,346,136
307,1331,1226,1692
119,1151,1342,1251
1742,949,1293,1896
1146,556,727,1249
1760,1235,69,1387
154,1312,414,1917
1277,485,153,430
560,1857,1184,1796
1249,1965,129,1400
945,1858,1547,1414
166,377,1270,1600
1112,1902,800,1102
766,43,1075,492
1708,414,578,1417
636,12,1052,287
685,1704,461,436
1789,949,179,1620
1889,1614,590,1113
221,1348,1588,536
1440,1210,977,1009
1652,172,1317,975
1384,894,572,738
322,988,681,1497
1047,1854,1310,1685
1170,328,1597,289
1734,1094,182,77
122,754,903,1762
1132,1635,1543,321
567,31,1860,1482
854,346,612,1013
1909,1620,1400,1842
62,390,120,1079
901,1752,691,1556
1206,1772,1093,797
687,1825,797,1102
744,619,395,1612
1056,1692,1154,1759
1862,1816,182,1772
339,720,1313,1424
758,1806,1848,716
56,847,980,369
1634,1198,1540,1413
1855,514,78,296
73,1748,78,1016
364,1464,1849,826
1375,1497,1502,1009
1049,200,1317,1937
1581,1209,17,1643
476,1054,1925,1440
243,392,1876,1841
1206,115,1965,31
1267,248,1552,20
1391,839,1275,1983
994,427,423,11
683,481,1033,711
20,1667,783,1888
296,76,114,1719
135,1650,1563,1209
576,221,1227,1230
899,1747,1605,1888
389,1881,1970,1786
1159,1049,207,173
1971,1685,1409,1790
428,1936,508,162
388,1337,549,1305
80,947,1154,876
1975,774,396,1016
1389,1600,198,109
1667,1545,1323,1374
1383,261,908,1281
634,1460,1336,1372
1486,1981,1937,115
1472,1646,1161,41
222,902,115,1479
196,628,473,852
1035,1296,797,253
1542,498,194,654
1979,1800,1610,917
1474,1771,9,1155
1035,1051,188,1108
1891,1485,1727,563
621,1101,649,1040
1911,157,988,1009
1033,988,293,202
647,868,456,798
668,1505,1938,1729
1364,914,1924,1924
202,1347,42,1783
278,1816,947,1564
1846,1662,66,395
1924,1191,1261,1756
758,1378,1452,359
1164,1495,290,916
1400,1914,1638,347
1686,1737,637,1697
1762,85,15,1020
1706,1165,535,696
1668,229,506,1238
567,303,1437,1262
1957,952,954,406
329,1742,1180,1807
389,867,1755,615
853,172,740,62
1805,305,1975,1149
1119,977,11,495
687,669,360,1296
114,14,260,1540
1282,209,183,170
997,1805,1171,1476
390,540,1128,884
1749,745,343,1123
660,1396,1468,1828
323,391,448,1204
532,993,1883,1729
138,929,1669,121
1948,1931,1231,1061
18,796,265,876
1401,1389,1485,292
1011,1456,584,1700
561,1144,1598,1134
986,647,558,239
273,1613,650,902
1310,879,246,1663
551,274,1952,280
1239,1287,581,1389
1993,684,1426,1334
866,68,1695,594
1875,1118,1859,1302
1124,830,87,1955
158,1593,1184,1866
1041,1677,625,1219
1239,1845,1633,1632
927,1436,1093,788
419,307,877,1019
583,1830,901,1347
143,332,1681,1950
480,253,832,1868
158,1922,1337,306
727,692,1645,267
38,1588,749,44
392,847,646,1252
1993,907,998,1429
1456,135,1983,1323
1575,301,129,552
186,959,1195,994
1236,1934,1288,1168
368,1944,1842,197
1482,1535,1133,474
1056,1962,2,1975
233,734,886,636
495,30,78,663
511,560,1289,214
561,1883,1203,434
12,704,1620,1618
1630,163,1780,1394
808,663,1894,1046
1304,696,957,1323
1117,1615,1439,322
0,1560,890,1981
1655,427,1250,577
914,239,1896,910
1603,795,1922,1828
1086,1310,1963,1129
1245,1352,931,794
1716,469,243,654
636,230,854,1689
1288,745,700,648
647,976,390,1330
1959,1801,632,1840
599,1008,164,152
1034,820,1300,40
1673,175,1534,374
1655,1259,992,433
1053,1031,753,1615
583,1063,637,33
621,1132,1440,356
363,132,1165,1077
339,424,1923,1916
108,33,163,1976
240,565,887,1333
1176,225,1518,1119
540,325,52,90
157,922,780,276
571,1146,1836,543
1717,1173,198,1504
1475,1486,1967,1596
94,1779,244,1239
1888,526,579,298
1152,1459,1323,452
535,1331,228,629
654,329,784,828
1548,1206,1762,120
1594,1467,1872,669
210,1812,556,1203
236,1035,865,1178
1383,117,1665,225
742,1827,1843,1175
401,285,82,242
1664,1381,143,949
71,799,169,1962
273,1125,1878,238
726,473,1986,147
1300,67,563,1399
329,1780,1373,1394
590,397,789,713
1745,31,1741,974
1197,161,530,123
166,1067,1859,504
1421,1034,900,1467
1851,623,1438,1035
794,1121,385,1771
458,1093,48,1537
695,593,931,57
1336,1670,1201,1293
306,1231,1915,75
1917,786,1655,554
171,1317,1124,574
1745,1439,1572,1336
679,112,836,1962
1222,1781,1974,1849
548,1332,583,1957
622,1240,1373,1155
1107,1509,1486,9
563,1061,847,1657
781,1126,1516,1308
1454,1118,915,1993
144,822,1653,614
1520,1184,21,522
907,1007,1412,1934
1380,632,1069,1349
265,257,608,315
1161,548,762,1511
1936,210,58,1211
1459,885,1453,545
490,1297,1853,1319
1263,1948,1296,469
369,220,396,112
541,1953,785,754
1921,1883,211,1778
602,411,1755,1912
1625,981,1896,457
939,1818,1716,1303
1905,1677,1697,954
897,946,1447,1245
1649,1010,520,1602
1210,1285,928,1824
1276,1062,1815,992
1263,1380,1790,1835
1486,1205,188,1806
1926,790,1928,221
171,1701,309,959
1685,1635,1356,461
722,1109,1715,538
1741,566,1135,606
1076,1692,128,570
875,1470,1192,1810
1958,98,1166,153
352,670,201,43
179,1516,485,172
1555,1268,1621,833
1696,183,320,27
1180,1880,1361,925
552,384,679,1786
1196,414,1911,1703
1763,1805,419,605
1812,1009,1939,1187
1744,700,1811,1852
395,1853,818,1687
380,1684,801,104
5,1032,1072,1715
377,1212,1009,556
1903,62,1991,822
1819,1085,1958,934
1354,1713,1989,257
227,1713,1478,1222
1939,566,1205,904
1135,882,891,721
1599,902,617,335
1159,554,287,202
1449,1027,297,777
1608,796,1281,901
1566,969,1551,1230
1219,943,447,596
1505,1542,524,1373
7,1107,1103,1171
81,832,1988,672
1869,638,1618,787
544,1414,1334,1300
1094,1009,1610,129
1418,1621,1776,1139
1566,279,558,585
1525,1048,1370,1754
1249,101,441,778
1657,857,961,1164
898,1398,854,554
378,1250,55,1027
1826,1160,710,1362
1529,528,1007,233
636,1403,789,225
698,709,1811,1736
1563,1055,956,1308
1256,1926,725,1762
101,1679,790,1079
885,1680,1779,1776
1579,687,1923,309
876,1573,1948,308
813,54,1857,1935
1575,251,1937,1526
492,1718,1741,1204
1256,1841,1029,1927
1430,1970,774,314
1990,329,1511,262
218,1380,314,10
885,1667,322,1278
414,1207,1209,491
1695,1209,628,1984
1757,1852,1248,1577
168,1889,473,1827
1033,1942,1437,1432
650,914,1019,67
121,669,1230,586
912,281,1684,1208
1568,773,1220,1652
319,213,344,1003
505,420,1290,1137
244,718,824,1304
1944,1985,1404,1854
1732,890,1466,1492
1462,485,558,541
945,1989,34,1563
1293,480,775,1704
1967,739,1352,335
1774,1278,1229,59
1208,1218,1649,1899
656,11,812,766
1257,1160,1517,799
60,1429,587,1476
1331,726,714,1346
1748,1077,245,736
703,1566,1705,487
1127,580,1589,650
618,1271,1522,1247
1681,1827,1531,368
267,1390,147,259
1225,556,928,1452
204,503,761,1276
876,1439,879,674
1108,785,1647,275
1263,918,1446,732
680,50,791,1006
1947,948,207,649
398,1933,1346,221
556,1746,1193,162
669,634,1776,45
1926,58,828,1560
1416,561,76,352
1944,831,1684,1463
365,1246,1143,77
1191,1625,879,1412
634,446,87,1257
1168,1083,1179,596
110,1152,1291,971
350,1369,1787,65
374,971,1574,1843
82,765,871,315
193,527,1927,1895
1657,451,81,1630
1303,768,1355,1563
844,1363,872,1567
957,701,1537,411
1669,1639,76,1760
1593,360,485,1988
607,1657,1285,1391
837,47,108,1225
175,648,1978,1747
501,1107,149,1345
1095,1926,1323,496
19,993,44,596
1317,1261,1896,510
1158,844,1040,618
1204,156,678,1075
1911,892,920,1548
558,131,1870,1941
1470,194,499,1640
543,667,382,1646
20,581,4,160
855,205,1500,1319
1197,624,1324,1111
1478,1480,1919,469
66,1232,970,220
442,119,851,177
1021,1117,824,120
1219,1304,560,124
744,78,1153,1528
1618,1,290,102
1994,180,1863,1386
1879,480,405,1793
1043,585,1122,526
1235,1698,1909,428
1625,1561,324,1599
1774,555,1422,538
242,1086,1240,1076
1800,1139,527,919
619,94,1047,1023
775,745,945,1987
1167,1926,1513,1472
773,33,1358,99
432,1377,1806,315
991,1099,117,1037
565,1444,865,1119
1598,770,698,1437
367,1824,314,507
627,312,826,1204
737,337,769,463
1011,38,39,1127
1948,142,376,440
1356,390,342,215
1738,914,773,1083
236,462,555,56
718,1089,413,379
1087,1312,268,1391
1257,1204,947,669
546,1339,120,371
821,1230,672,1910
1413,1618,951,500
185,1383,703,778
103,654,95,1284
1111,1103,344,1309
253,1885,154,376
1280,1709,1912,1214
1540,411,307,704
1961,1638,81,1932
615,1607,1320,1266
1994,762,1372,151
116,465,438,1246
1260,982,123,828
1970,184,526,441
25,1716,1419,466
1571,1091,586,1316
716,902,342,1418
1102,946,1571,1015
1927,1325,1103,174
961,1770,1155,758
1315,1922,932,1424
965,1553,1148,71
1753,797,910,1924
243,1594,1571,1471
1726,216,1926,825
1189,1552,1117,1309
1822,1953,1394,1619
81,135,162,1764
1220,1471,190,1344
1823,509,1786,840
1342,1935,559,1247
1961,960,1259,807
1862,1523,1501,1574
1296,84,1373,304
918,108,789,1988
1581,1097,1544,1803
1942,972,1648,1028
1942,1594,1362,1855
639,1887,1646,1164
488,547,1177,1517
1980,128,1900,171
693,1047,1709,1407
883,1508,1085,428
642,822,799,1414
72,1748,524,1107
347,1530,310,369
1038,1086,479,1490
456,182,145,1705
1842,520,511,350
1373,1448,643,515
1169,1543,292,167
1912,1457,802,1849
1811,122,390,1927
122,137,1344,1641
830,114,1996,1689
51,395,132,722
1515,315,1154,1381
830,1363,1035,850
1527,1637,1708,463
1143,1453,832,271
484,1385,301,1438
1784,226,480,676
535,987,929,849
1627,1752,903,322
1842,1290,1074,1771
1169,1905,369,811
673,983,321,231
828,1197,1294,1312
1831,1409,96,583
1721,225,1641,1202
1531,117,535,295
735,1647,1976,1195
886,212,258,207
396,1891,282,230
386,721,1605,610
209,992,112,104
1402,1957,925,1085
1489,415,272,1123
1290,1254,472,1662
1718,1261,1040,464
1154,608,585,1479
134,1587,1904,1292
1852,1652,1270,1297
1596,1167,500,483
1822,931,311,1906
1988,1144,219,387
303,1142,1359,418
1790,1651,1166,245
996,1867,1215,543
112,1492,505,825
1862,767,1240,141
1074,710,1367,1386
1298,1775,373,1568
1884,385,1719,1098
1417,1219,359,631
1083,1286,485,217
1152,1244,1168,793
68,1748,1043,1029
673,1310,156,1359
766,315,491,1713
574,1212,1478,1836
1824,82,1829,826
1379,1741,1295,581
455,806,899,1428
1074,17,1943,1182
605,215,869,899
727,243,1538,703
1281,1824,251,1570
172,1149,2,1176
802,722,323,586
1316,1073,1979,1455
231,1872,1593,790
1025,687,524,1389
1651,788,107,1480
504,541,959,666
1957,123,1824,331
655,864,923,1065
1769,1263,1166,1965
65,1271,1560,1428
1547,1127,1232,774
1401,12,623,511
437,717,1143,546
33,19,1489,1169
1310,1440,1657,169
1582,858,1866,554
1803,1182,345,800
1988,1785,345,1162
1111,1932,970,1619
656,1730,241,1450
1084,1683,1919,429
101,51,565,853
1439,119,424,170
770,663,117,172
1823,1765,1138,383
1731,1319,1469,418
1172,172,1390,1850
1415,146,1134,899
661,643,1900,956
443,1064,919,1921
500,1139,1510,823
746,1268,306,1054
455,982,341,507
220,1928,656,703
192,1735,1947,806
195,1067,67,1743
1654,774,225,1721
1591,1894,1349,1507
730,1792,615,996
505,913,1621,499
410,41,691,1824
707,858,1256,1812
1098,1956,426,1141
1293,1948,600,1885
1904,255,852,1470
677,1471,1963,1779
597,1384,36,778
682,1535,1226,929
1314,739,796,319
72,840,1642,993
1753,235,1726,1924
440,861,42,1171
759,409,1553,1932
1925,900,978,1706
1792,296,271,1388
1977,1127,921,352
421,111,1063,1737
1088,1386,792,287
1162,890,194,670
223,490,1686,79
1550,659,1044,1662
1551,856,550,1132
493,1838,907,1807
830,1687,668,972
1130,1619,1489,1792
1894,432,368,1071
562,1954,1656,1407
634,1391,1732,364
1744,1364,1989,7
344,9,250,62
832,1996,579,1222
1941,741,235,104
221,824,628,469
1688,934,1852,1003
1212,866,191,1717
1452,1835,894,1034
809,286,1179,1523
1938,288,847,1116
1400,276,908,135
601,1006,529,473
109,293,374,1875
392,104,573,463
411,1485,1471,294
1463,1195,61,22
609,406,538,1243
1758,1172,1658,905
799,1623,1614,613
636,1332,566,1221
1282,367,1458,1494
1609,1803,973,1336
645,1393,1708,1760
1180,1533,556,1488
1029,1520,714,496
940,1435,1759,1650
1535,1558,454,1383
1348,408,453,1425
704,972,1781,1555
442,84,1094,871
679,629,121,1253
1834,1820,1521,1366
406,566,523,92
1869,1185,1770,651
766,1391,1034,1567
409,1027,1276,594
450,370,1315,1051
1605,1216,1677,18
1999,1907,66,20
826,1796,1251,1099
791,850,112,662
491,647,875,1893
746,569,731,1288
198,83,999,1445
893,980,1694,1053
1330,205,1198,599
51,1884,44,195
1211,859,1311,763
1972,1711,771,719
1586,38,1026,1181
1833,715,1500,756
339,1057,1143,1801
910,687,1850,1294
212,1144,1727,373
1187,1700,1098,482
1750,1942,1820,96
23,1659,662,677
1989,1031,1477,1684
809,339,1101,1632
579,886,1769,875
818,1324,1324,1968
420,911,1366,569
1931,1,1911,934
496,1715,679,57
1346,882,1403,1547
527,547,696,144
972,1116,43,1073
329,364,124,153
1252,1607,1575,759
1687,1856,231,1759
144,1765,1707,1751
799,784,1901,211
715,116,1781,1959
1823,567,322,1439
282,1272,1641,1033
556,1347,671,46
972,1527,1232,1896
1324,1679,1351,981
40,855,1048,171
335,987,874,1859
1424,656,716,1310
1348,1101,753,309
1604,1007,1849,1033
1155,212,649,1401
144,212,1552,835
162,1571,1300,1885
1129,334,270,639
822,144,1548,1443
1202,394,790,777
1100,1229,1113,1366
1081,1399,952,425
1985,656,1077,1664
8,200,1053,1584
1798,1056,1214,379
182,957,1794,1044
237,683,324,1404
1395,1107,77,1337
1590,764,1258,1384
1998,519,542,640
776,346,1147,97
840,1191,1862,26
858,187,292,827
353,404,1193,152
521,811,1788,506
356,782,1861,553
895,1770,1144,1952
951,149,344,330
1256,1489,750,277
495,418,1415,1019
1557,782,464,96
422,1321,631,1814
1879,1888,1137,1139
1783,617,1831,1757
1252,259,72,997
97,1317,164,200
313,674,391,1986
1880,821,1850,1252
1990,1449,850,438
1298,384,140,1108
1925,914,492,21
76,532,216,670
828,655,474,1575
711,248,1662,1468
419,1515,940,1506
882,830,174,792
335,1638,83,1737
1727,569,1040,1310
41,235,101,170
1486,1147,648,1586
569,1736,1247,598
460,618,979,742
126,849,52,130
1487,1062,1158,1543
1293,1697,1310,1834
409,268,92,1691
151,1235,440,1098
223,1217,955,698
350,898,75,630
1224,1690,1672,201
540,1345,1708,85
1654,1221,851,326
814,1144,870,570
1229,1375,769,1515
385,1541,282,973
1630,250,1708,1757
1212,258,150,1978
721,1510,1509,1339
972,1331,878,560
1043,108,143,701
1678,1580,314,248
499,620,1601,1205
1785,43,363,10
1522,1488,77,136
410,1509,755,807
1894,1266,1721,1949
1809,506,1824,524
1318,1826,872,1820
815,787,1769,920
1935,8,1427,1860
1422,714,447,234
1701,757,1828,1794
256,1333,1319,1309
1599,1117,1568,538
1950,863,839,1173
1876,487,100,481
1981,344,740,549
1054,380,250,1412
175,1430,1997,1136
1867,980,284,1388
1291,1132,512,1933
122,835,1665,739
366,1472,1742,50
1997,156,291,852
1910,1755,48,463
793,1728,150,1837
1370,1723,214,867
1373,1489,1356,746
196,1426,1547,681
609,1673,1679,1546
45,184,208,1504
1502,921,1561,1608
1692,1624,171,297
402,1161,1287,195
1481,348,1947,720
900,1938,252,1278
1118,363,1863,1330
157,692,1961,551
1076,144,1211,1176
977,1112,688,619
1202,1006,1114,419
498,633,1277,128
466,1562,1532,1984
1463,585,1229,1900
297,125,1260,273
788,1861,1442,1176
1639,1809,842,1442
635,142,1117,174
936,9,767,387
1405,1750,1913,78
271,1097,948,1836
42,1328,720,407
655,1966,1080,868
792,984,1580,588
1126,1810,168,1074
436,127,280,45
643,1399,1746,1575
619,1445,270,1734
1490,473,190,774
1479,972,1496,1800
1635,898,509,1629
63,1376,1039,1995
1373,551,223,50
952,1663,1777,106
1862,410,24,1524
1671,904,1542,976
1188,146,38,665
1937,1985,422,1808
1274,958,1928,1296
731,1004,1770,1154
207,904,503,1368
1004,317,1300,1321
1635,1977,1808,1958
136,1599,1147,147
1024,681,1440,1563
1752,1002,1479,719
1264,713,207,232
726,1536,1927,82
915,1810,1935,542
1078,283,1811,437
736,1320,1909,668
897,1407,1034,1828
305,1034,1812,1375
596,1999,199,1472
1132,1585,122,918
109,927,307,1036
1562,1736,262,173
453,1915,1267,263
520,211,569,1139
180,805,429,1075
237,181,1227,644
660,679,71,337
1751,1353,1293,1036
1948,1642,1412,1398
34,609,1912,87
1889,1998,1764,1017
350,1677,1291,1695
1962,412,660,690
1775,1326,471,1354
473,232,78,1426
1953,1558,1118,832
1712,583,27,1008
1588,1092,25,1591
1720,1485,506,869
1322,1264,844,59
707,279,919,1927
995,1963,1115,1673
